common_name,synonym
Dimiat,dimiate
Dimiat,dimjat
Dimiat,drobna lipovscina
Dimiat,dymiat
Dimiat,fehér szemendriai
Dimiat,galan
Dimiat,koplik
Dimiat,krupna belina
Dimiat,laschka
Dimiat,laska belina
Dimiat,mana kuki
Dimiat,misket de silven
Dimiat,misket slivenski
Dimiat,nagyvögü
Dimiat,pamit
Dimiat,parmac
Dimiat,plovdina
Dimiat,plovdina eskulska
Dimiat,plovdina esküska
Dimiat,plovdiska
Dimiat,podbelec
Dimiat,podbeuz
Dimiat,radoviska plovdina
Dimiat,roscara
Dimiat,rosiora
Dimiat,saratchobok
Dimiat,saricibuk
Dimiat,saridzibuk
Dimiat,semendra
Dimiat,semendria
Dimiat,semendru
Dimiat,senederevka
Dimiat,smederevka bianca
Dimiat,smederevka bijela
Dimiat,smederevka white
Dimiat,szemendriai féher
Dimiat,szemendriai zöld
Dimiat,szemendrianer
Dimiat,tök szöllö
Dimiat,töksölö
Dimiat,tökszölö
Dimiat,töröklugas
Dimiat,wippacher ahornblättrig
Dimiat,yapalaki
Dimiat,zarja
Dimiat,zmedervka
Dimiat,zoumiatico
Dimiat,zoumiatis
Dimiat,zumjat
Dimiat,zumjatiko and zumyat
Dimiat,belina
Dimiat,bois jaune
Dimiat,pamid
Dimiat,smederevka
Dimiat,wippacher
Dinka,and werschatzer
Dinka,bakar
Dinka,chtein chiler
Dinka,crvena dinka
Dinka,crvena ruzica
Dinka,dinka
Dinka,dinka crvena
Dinka,dinka mala
Dinka,dinka rouge
Dinka,fleichstraube
Dinka,hajnalpiros
Dinka,kamena dinka
Dinka,kamenoruziak cerveny
Dinka,kamenoruzijak cerveni
Dinka,kevidinka
Dinka,kovidinka
Dinka,kövidinka
Dinka,kovidinka rose
Dinka,kövidinka rose
Dinka,kövidinka rosovaia
Dinka,kovidinka rozovaya
Dinka,kövis dinka
Dinka,kubinyi
Dinka,pankota
Dinka,pirca voeroes
Dinka,piros koevidinka
Dinka,raisin de rose
Dinka,rosentraube
Dinka,roujitsa
Dinka,rusica
Dinka,ruzhitsa
Dinka,ruzica
Dinka,ruzica crvena
Dinka,ruzike cervena
Dinka,ruzsica
Dinka,ruzsitza
Dinka,schiller
Dinka,shtein shiller
Dinka,sremska ruzica
Dinka,steinschiller
Dinka,steinschiller rother
Dinka,steinschiller roz
Dinka,vörös dinka
Dinka,vorosz dinka
Dinka,werschätzer
Dinka,fleischtraube
Dinka,mala dinka
Dobričić,dobričić
Dolcetto,dolcetto
Domina,domina
Doña Blanca,alvaro de soire
Doña Blanca,alvaro de sousa
Doña Blanca,colhao de gallo
Doña Blanca,doña blanca
Doña Blanca,doña branca
Doña Blanca,graciolo
Doña Blanca,graciosa
Doña Blanca,graziolo
Doña Blanca,malvasia branca
Doña Blanca,malvasia grosso
Doña Blanca,moza fresca
Doña Blanca,santo estevao
Doña Blanca,voal cachudo and voal esparrapado
Doña Blanca,boal
Doña Blanca,boal cachudo
Doña Blanca,dame blanche
Doña Blanca,valenciana
Donzelinho branco,donzelinho branco
Donzelinho branco,donzellinho branco
Donzelinho branco,donzelyhno
Donzelinho branco,terrantes and terrantez
Doradilla (grape),doradilla (grape)
Doradillo,doradillo
Dornfelder,dornfelder
Douce noir,douce noir
Douce noir,bonarda
Douce noir,charbono
Douce noir,turca
Douce Noire grise,douce noire grise
Drupeggio,bottaio bianco
Drupeggio,cacciumo
Drupeggio,cacinello
Drupeggio,canaiolo bianco
Drupeggio,canajola
Drupeggio,drupeccio
Drupeggio,drupeggio
Drupeggio,lupeccio
Drupeggio,trupeccio
Drupeggio,uva dei cani  and volpicchio
Drupeggio,canina
Dunkelfelder,dunkelfelder
Duras,duras
Durella,and raboso piava
Durella,duracino
Durella,durella
Durella,durella bianca
Durella,durello
Durella,durelo
Durella,durola bianca
Durella,rabbiosa
Durella,rabiosa
Durella,rabiosa di asolo
Durella,cagnina
Dureza,dureza
Ederena,ederena
Ehrenfelser,ehrenfelser
Elbling,alben
Elbling,albig
Elbling,albuelin
Elbling,allemand blanc
Elbling,alsacien
Elbling,argentin
Elbling,biela zrebnina
Elbling,bielovacka
Elbling,bielovcka
Elbling,blesec
Elbling,blesez
Elbling,burgauer
Elbling,burgeger
Elbling,burgegger
Elbling,burger elbling
Elbling,burgundertraube gruen
Elbling,burgyre
Elbling,dickelbling
Elbling,elbai feher
Elbling,elbling weiss
Elbling,elmene
Elbling,farantbily
Elbling,faucun
Elbling,frankenthal blanc
Elbling,gemeine traube
Elbling,geschlachter burger
Elbling,gonais blanc
Elbling,grobburger
Elbling,grossriesler
Elbling,grossriesling
Elbling,hartalbe
Elbling,haussard
Elbling,herblink
Elbling,heunisch gruen
Elbling,isodora brachybus
Elbling,klaemmer
Elbling,kleinbeere
Elbling,klember
Elbling,klemmer
Elbling,klemplich
Elbling,kratkopeccelj
Elbling,kristaller
Elbling,kristeller
Elbling,kurzstingel
Elbling,kurzstingl
Elbling,kurzstingler
Elbling,le gros
Elbling,marmont vert
Elbling,marmot
Elbling,morawka
Elbling,naesslinger
Elbling,nuernberger zaeh
Elbling,nuesslinger
Elbling,pecek
Elbling,pezhech
Elbling,pezhek
Elbling,plant commun
Elbling,raifrench
Elbling,rauhelbene
Elbling,reinfransch
Elbling,rheinalben
Elbling,rheinelbe
Elbling,seretonina
Elbling,silvaner weiss
Elbling,spizelbe
Elbling,srebonina
Elbling,suessgrober
Elbling,suessgrobes
Elbling,sussgrober
Elbling,tarant de boheme
Elbling,vert doux
Elbling,weissalbe
Elbling,weisselben
Elbling,weisselbling
Elbling,weisser dickelbling
Elbling,weisser elbling
Elbling,weisser sylvaner
Elbling,welschel
Elbling,albana
Elbling,albuelis
Elbling,bourgeois
Elbling,burger
Elbling,grobe
Elbling,grobriesling
Elbling,gros blanc
Elbling,kleinbeer
Elbling,kleinberger
Elbling,luttenbershna
Elbling,mehlweisse
Elbling,mouillet
Elbling,plant madame
Elbling,silberweiss
Elbling,tarant bily
Elbling,verdin blanc
Elbling,vert blanc
Elbling,welsche
Emerald Riesling,and riesling izumrudnii
Emerald Riesling,california 1139 e 29
Emerald Riesling,emerald riesling
Emerald Riesling,emerald rizling
Emir Karasi,emir karasi
Encruzado,encruzado
Encruzado,salgueirinho
Enfariné noir,enfariné noir
Erbaluce,alba lucenti
Erbaluce,albaluce
Erbaluce,albe lucenti
Erbaluce,ambra
Erbaluce,and vernazza di gattinara
Erbaluce,bianc rousti
Erbaluce,bianchera
Erbaluce,bianco rusti
Erbaluce,erba luce
Erbaluce,erbaluce
Erbaluce,erbaluce bianca
Erbaluce,erbalucente
Erbaluce,erbalucente bianca
Erbaluce,erbalus
Erbaluce,erbcalon
Erbaluce,greco novarese
Erbaluce,repcalon
Erbaluce,trebbiano gentile
Erbaluce,trebbiano perugino
Erbaluce,trebbiano verde dell'umbria
Erbaluce,uva rustia
Erbaluce,uva rustica
Escanyavella,escanyavella
Espadeiro,espadeiro
Esquitxagos,esquitxagos
Étraire,étraire
Ezerjó,and trummertraube
Ezerjó,biella
Ezerjó,budai feher
Ezerjó,budicsin
Ezerjó,budicsina
Ezerjó,cirfondli
Ezerjó,ezer jo
Ezerjó,ezerjó
Ezerjó,feher bakator
Ezerjó,feher budai
Ezerjó,feher sajgo
Ezerjó,feher szagos
Ezerjó,kolmreifer
Ezerjó,kolmreifler
Ezerjó,konreifler
Ezerjó,korpavai
Ezerjó,korponai
Ezerjó,korponoi
Ezerjó,matyok
Ezerjó,predobre
Ezerjó,refosco
Ezerjó,refosco weiss
Ezerjó,romandi
Ezerjó,satoki
Ezerjó,scheinkern
Ezerjó,scheinkernweiss
Ezerjó,shaikern
Ezerjó,staloci
Ezerjó,szadocsina
Ezerjó,szadoki
Ezerjó,szatoki
Ezerjó,szatoky
Ezerjó,tausendfachgute
Ezerjó,tausendgerte
Ezerjó,tausendgut
Ezerjó,tausendgute
Ezerjó,kerekes
Faber, faberrebe
Faber,faber 
Falanghina,and uva falerna
Falanghina,biancazita
Falanghina,biancozita
Falanghina,biancuzita
Falanghina,falanchina bianca
Falanghina,falanghina
Falanghina,falanghina verace
Falanghina,falenghina
Falanghina,falernina
Falanghina,falerno veronese
Falanghina,fallanchina
Falanghina,fallanghina
Falanghina,folanghina
Falanghina,montecalvo
Falanghina,montellese
Falanghina,falanchina
False Pedro, cañocazo
False Pedro, pedro luis 
False Pedro,false pedro 
Farana,farana
Favorita,favorita
Fer,fer
Fernão Pires,fernao pires 
Fernão Pires,maria gomes 
Fernão Pires, fernão pires
Fernão Pires,and molinha
Fernão Pires,camarate
Fernão Pires,fernam pires
Fernão Pires,fernan piriz
Fernão Pires,fernão pirão
Fernão Pires,fernao pires
Fernão Pires,fernão pires do beco
Fernão Pires,gaeiro
Fernão Pires,gaieiro
Fernão Pires,maria gomes
Ferral,ferral
Ferrón,ferrón
Fetească albă, fetiaska 
Fetească albă, leànyka
Fetească albă,baratik
Fetească albă,bulgarien feteasca
Fetească albă,devcenco hrozno
Fetească albă,devicii belii
Fetească albă,dievcenske hrozno
Fetească albă,dievcie hrozno
Fetească albă,divci hrozen
Fetească albă,fehér leányka
Fetească albă,feniaska belaii
Fetească albă,fetească albă 
Fetească albă,fetiasca alba
Fetească albă,fetiasca belii
Fetească albă,fetiaska alba
Fetească albă,fetisoara
Fetească albă,fetjaska belaja
Fetească albă,fetyaska
Fetească albă,fetyaska belaya
Fetească albă,fetyaska koroleva
Fetească albă,fetysare
Fetească albă,janyszölde
Fetească albă,jányszőlő
Fetească albă,kanigl weiss
Fetească albă,lányszőlő
Fetească albă,leanicazea
Fetească albă,leanika
Fetească albă,leánka
Fetească albă,leány szőlő
Fetească albă,leányka
Fetească albă,leanyszölde
Fetească albă,leányszőlő
Fetească albă,lyan szölö
Fetească albă,mädchentraube
Fetească albă,medhentraube
Fetească albă,paparyaska
Fetească albă,parsaryaska
Fetească albă,pasareasca alba
Fetească albă,pasarjaska
Fetească albă,peseryaska
Fetească albă,poama fetei
Fetească albă,poama fetei alba
Fetească albă,poama pasareasca
Fetească albă,roszas leányka
Fetească albă,rumänien feteasca
Fetească albă,udssr fetjaska
Fetească albă,ungarn leanyka
Fetească albă,varatik
Fetească neagră,fetească neagră
Fetească regală,danasana
Fetească regală,danesana
Fetească regală,danosi
Fetească regală,danosi leányka
Fetească regală,dunesdorfer königsast
Fetească regală,dunesdörfer königsast
Fetească regală,dunnesdiorfer
Fetească regală,erdei sárga
Fetească regală,feteasca corolevscaia
Fetească regală,feteasca de danes
Fetească regală,feteasca korolevskaia
Fetească regală,feteasca muscatnaia
Fetească regală,feteasca muskatnaia
Fetească regală,fetească regală
Fetească regală,feteasca regola
Fetească regală,galbena de ardeal
Fetească regală,galbena di ardeal
Fetească regală,kenigrast
Fetească regală,kiraileanka
Fetească regală,királyleányka
Fetească regală,königliche mädchentraube
Fetească regală,konigsast
Fetească regală,königsast
Fetească regală,königstochter
Fetească regală,kralovska leanka
Fetească regală,pesecka leanka
Fiano,and santa sofia
Fiano,apiana
Fiano,apiano
Fiano,fiana
Fiano,fiano
Fiano,fiano di avellino
Fiano,fiore mendillo
Fiano,foiano
Fiano,latina bianca
Fiano,latina bianca di barletta
Fiano,latino
Fiano,latino bianco
Fiano,minutola
Fiano,minutolo
Fié gris, fié gris
Fié gris, fiét 
Fié gris,fié 
Findling,findling
Flora,flora
Folle blanche, gros plant 
Folle blanche, piquepoult
Folle blanche,amounedat
Folle blanche,and ugne blanche
Folle blanche,bouillon
Folle blanche,burageat
Folle blanche,came braque
Folle blanche,camobraque
Folle blanche,canut
Folle blanche,canut du lot et garonne
Folle blanche,chalot
Folle blanche,dame blanc
Folle blanche,damery
Folle blanche,engreat blanc
Folle blanche,enrachat
Folle blanche,enragé
Folle blanche,enrageade
Folle blanche,enrageat
Folle blanche,enrageat blanc
Folle blanche,feher folle
Folle blanche,fol
Folle blanche,fol belyi
Folle blanche,folle
Folle blanche,folle blanche 
Folle blanche,folle de bordeaux
Folle blanche,fou
Folle blanche,fütterer
Folle blanche,grais
Folle blanche,grais bouillon
Folle blanche,grosse blanquette
Folle blanche,grosse chalosse
Folle blanche,matza zuri
Folle blanche,mendik
Folle blanche,mondic
Folle blanche,mune mahatsa
Folle blanche,petit verjus
Folle blanche,pic pouille blanc
Folle blanche,picpouille
Folle blanche,picpoule
Folle blanche,picpoult d’armagnac
Folle blanche,picpout
Folle blanche,picquepouille
Folle blanche,piquepoul
Folle blanche,piquepoul du gers
Folle blanche,piquepoult
Folle blanche,piquepout
Folle blanche,plant de dame
Folle blanche,plant de madame
Folle blanche,plant de madone
Folle blanche,pochelle blanche
Folle blanche,rebauche
Folle blanche,rochelle blanc
Folle blanche,rochelle verte
Folle blanche,roumain
Folle blanche,taloche du lot
Folle blanche,talosse
Folle blanche,bordelais
Folle blanche,chalosse blanche
Folle blanche,dame blanche
Folle blanche,gros meslier
Folle blanche,gros plant
Folle blanche,mendic
Folle blanche,picpoul
Folle blanche,rochelle blanche
Fologosão,fologosão
Forastera,ferestiera
Forastera,forastera
Forastera,forastera blanca
Forastera,forastiera
Forastera,forestera
Forastera,forestiera
Forastera,forestiero
Forastera,frastera
Forastera,furastera
Forastera,furastiera and uva dell'isola
Forastera (Spanish grape),forastera (spanish grape)
Forcallat tinta,forcallat tinta
Fortana,fortana
Francavida,francavida
Francusa,francusa
Frappato,frappato
Freisa,freisa
Freisamer, freiburger
Freisamer,freiburg 25-1 or fr. 25-1 and the synonym freiburger
Freisamer,freisamer 
Friulano, friulano 
Friulano, sauvignonasse 
Friulano, tocai friulano
Friulano,friulano
Friulano,jakot
Friulano,sauvignon vert 
Friulano,sauvignonasse
Friulano,tokaj
Fromenteau,fromenteau
Frühroter Veltliner,frühroter veltliner
Fumin,fumin
Furmint, mosler 
Furmint, sipon
Furmint,allgemeiner
Furmint,alte sestrebe
Furmint,arany furmint
Furmint,beregi furmint
Furmint,bieli moslavac
Furmint,biharboros
Furmint,bihari boros
Furmint,cimigera
Furmint,csapfner
Furmint,csillagviraga furmint
Furmint,damzemy
Furmint,demjen
Furmint,domjen
Furmint,edelweisser tokayer
Furmint,edler weisser furmint
Furmint,féher furmint
Furmint,formint
Furmint,formont
Furmint,fourminte
Furmint,furmint 
Furmint,furmint bianco
Furmint,furmint de minis
Furmint,furmint féher
Furmint,furmint szagos
Furmint,furmint valtozo
Furmint,gelber moster
Furmint,gemeiner
Furmint,goher féher
Furmint,görgeny
Furmint,gorin
Furmint,görin
Furmint,holyagos furmint
Furmint,jardanszki furmint
Furmint,keresztesevelu furmint
Furmint,kiraly furmint
Furmint,krhkopetec
Furmint,lazafürtű furmint
Furmint,ligetes furmint
Furmint,madarkas furmint
Furmint,mainak
Furmint,maljak
Furmint,malmsey
Furmint,malnik
Furmint,malvasia verde
Furmint,malvoisie verte
Furmint,malzak
Furmint,mehlweiss
Furmint,moscavac bijeli
Furmint,moslavac
Furmint,moslavac bijeli
Furmint,moslavac zuti
Furmint,mosler
Furmint,mosler gelb
Furmint,mosler gelber
Furmint,moslertraube
Furmint,moslovac
Furmint,moslovez
Furmint,nemes furmint
Furmint,poam grasa
Furmint,poma grasa
Furmint,poshipon
Furmint,pošip vrgonski
Furmint,pošipbijeli
Furmint,posipel
Furmint,posipon
Furmint,pošipveliki
Furmint,pospisel
Furmint,rongyos furmint
Furmint,salver
Furmint,sari furmint
Furmint,schimiger
Furmint,schmiger
Furmint,seestock
Furmint,seeweinrebe
Furmint,shipo
Furmint,shipon
Furmint,shiponski
Furmint,sipelj
Furmint,šipon
Furmint,som
Furmint,som shipo
Furmint,somszölö
Furmint,szala
Furmint,szalai
Furmint,szalai janos
Furmint,szalay göreny
Furmint,szegszolo
Furmint,szegzölö
Furmint,szigethy szöllö
Furmint,szigeti
Furmint,toca
Furmint,toca tokai
Furmint,tokai krupnyi
Furmint,tokaijer
Furmint,tokaiskii
Furmint,tokaisky
Furmint,ungarische
Furmint,weisslabler
Furmint,weisslauber
Furmint,zapfete
Furmint,zapfner
Furmint,zopfner  and zilavka
Furmint,budai goher
Furmint,grasă de cotnari
Furmint,keknyelü
Furmint,luttenberger
Furmint,moslavina
Furmint,pošip
Furmint,sauvignon vert
Furmint,tokay
Furmint,tokayer
Gaglioppo,gaglioppo
Galego Dourado,galego dourado
Gamaret,gamaret
Gamashara,gamashara
Gamay, gamay noir
Gamay,gamay 
Garanoir,garanoir
Garganega, grecanico 
Garganega, grecanio
Garganega,and recanicu
Garganega,decanico
Garganega,dorana di venetia
Garganega,garganega 
Garganega,garganega comune
Garganega,garganega di gambellara
Garganega,garganega gentile
Garganega,garganega grossa
Garganega,garganega piramidale
Garganega,garganega veronese
Garganega,gracanico dorato
Garganega,grecani
Garganega,grecanico
Garganega,grecanico bianco
Garganega,grecanico dorato
Garganega,grecanicu biancu
Garganega,grecanio
Garganega,greccanico
Garganega,lizzara
Garganega,malvasia de manresa
Garganega,ostesa
Garganega,ostesona
Garró,barillol
Garró,galmeta
Garró,galmete
Garró,garró
Garró,mandó
Garró,mandón
Garró,morenillo
Garró,valenciana tinta
Ġellewża,gelleuza
Ġellewża,ġellewża
Gewürztraminer, traminac
Gewürztraminer, tramini 
Gewürztraminer,blanc brun
Gewürztraminer,blanc court
Gewürztraminer,christkindeltraube
Gewürztraminer,christkindlestraube
Gewürztraminer,clevener
Gewürztraminer,crevena ruziva
Gewürztraminer,crovena ruzica
Gewürztraminer,dišeči traminec
Gewürztraminer,dreimaenner
Gewürztraminer,dreimannen
Gewürztraminer,dreipfennigholz
Gewürztraminer,drumin
Gewürztraminer,drumin ljbora
Gewürztraminer,duret rouge
Gewürztraminer,edeltraube
Gewürztraminer,fermentin rouge
Gewürztraminer,fleischroth
Gewürztraminer,formentin rouge
Gewürztraminer,fourmenteau rouge
Gewürztraminer,frencher
Gewürztraminer,fromente
Gewürztraminer,fűszeres
Gewürztraminer,fűszeres tramini
Gewürztraminer,gentil rose aromatique
Gewürztraminer,gentil-duret rouge
Gewürztraminer,gentile blanc
Gewürztraminer,gertie
Gewürztraminer,gewuerztraminer
Gewürztraminer,gewurztraminer 
Gewürztraminer,gewürztraminer 
Gewürztraminer,gringet
Gewürztraminer,gris rouge
Gewürztraminer,haiden
Gewürztraminer,kirmizi traminer
Gewürztraminer,klaebinger
Gewürztraminer,kleinbraun
Gewürztraminer,kleinwiener
Gewürztraminer,livora
Gewürztraminer,livora cervena
Gewürztraminer,marzimmer
Gewürztraminer,mirisavi traminac
Gewürztraminer,nature rose
Gewürztraminer,noble rose
Gewürztraminer,nuernberger rot
Gewürztraminer,pinat cervena
Gewürztraminer,piros tramini
Gewürztraminer,plant paien
Gewürztraminer,princ cerveny
Gewürztraminer,princt cervena
Gewürztraminer,princt cerveny
Gewürztraminer,rosentraminer
Gewürztraminer,rotclevner
Gewürztraminer,rotedel
Gewürztraminer,roter nuerberger
Gewürztraminer,roter nuernberger
Gewürztraminer,roter traminer
Gewürztraminer,rotfranken
Gewürztraminer,rothklauser
Gewürztraminer,rothweiner
Gewürztraminer,rothwiener
Gewürztraminer,rotklaevler
Gewürztraminer,rotklaevner
Gewürztraminer,rotklevner
Gewürztraminer,rousselet
Gewürztraminer,runziva
Gewürztraminer,rusa
Gewürztraminer,ruska
Gewürztraminer,ryvola
Gewürztraminer,sauvagnin
Gewürztraminer,savagnin jaune
Gewürztraminer,savagnin rosa aromatique
Gewürztraminer,savagnin rose
Gewürztraminer,savagnin rose aromatique
Gewürztraminer,savagnin rose musque
Gewürztraminer,st. klauser
Gewürztraminer,termeno aromatico
Gewürztraminer,tramin cerveny
Gewürztraminer,tramin korenny
Gewürztraminer,traminac crveni
Gewürztraminer,traminac diseci
Gewürztraminer,traminac mirisavi
Gewürztraminer,traminac mirisavi crveni
Gewürztraminer,traminac sivi
Gewürztraminer,traminec
Gewürztraminer,traminer aromatico
Gewürztraminer,traminer epice
Gewürztraminer,traminer musque
Gewürztraminer,traminer parfume
Gewürztraminer,traminer rosa
Gewürztraminer,traminer rose aromatique
Gewürztraminer,traminer rot
Gewürztraminer,traminer rozovyi
Gewürztraminer,tramini piros and trammener
Gewürztraminer,auvernas rouge
Gewürztraminer,bon blanc
Gewürztraminer,clevner
Gewürztraminer,fleischweiner
Gewürztraminer,fromenteau
Gewürztraminer,klaevner
Gewürztraminer,mala dinka
Gewürztraminer,ranfoliza
Gewürztraminer,salvagnin
Gewürztraminer,savagnin
Gewürztraminer,traminer
Girgentina,ghirghentina
Girgentina,girgentina
Girgentina,insolja tal-girgenti
Girò,girò
Giró blanc,giró blanc
Giró blanc,giró blanco and giró roz
Glera, glera
Glera,and uva pissona
Glera,ghera
Glera,glere
Glera,grappolo spargolo
Glera,prosecco
Glera,prosecco 
Glera,prosecco balbi
Glera,prosecco bianco
Glera,prosecco nostrano
Glera,prosecco tondo
Glera,proseko sciprina
Glera,serpina
Godello,agodello
Godello,agodenho
Godello,agudanho
Godello,agudelha
Godello,agudelho
Godello,agudello
Godello,agudenho
Godello,berdello
Godello,godelho
Godello,godella
Godello,godello
Godello,godenho
Godello,ojo de gallo and trincadente
Godello,agudelo
Goldburger,goldburger
Goldburger,klosterneuburg 16-8 and orangeriesling
Goldriesling,goldmuskat
Goldriesling,goldriesling
Goldriesling,riesling doré
Goldriesling,riesling khativ and risling zolotistyi
Gouais blanc,absenger
Gouais blanc,bauernweinbeer
Gouais blanc,bauernweinbeere weiss
Gouais blanc,bauernweintraube
Gouais blanc,best's n°4
Gouais blanc,blanc de serres
Gouais blanc,boarde
Gouais blanc,bogatyur
Gouais blanc,bordenauer
Gouais blanc,borzenauer
Gouais blanc,bouillan
Gouais blanc,bouillaud
Gouais blanc,bouilleaud
Gouais blanc,bouillen
Gouais blanc,bouillenc
Gouais blanc,bourguignon
Gouais blanc,branestraube
Gouais blanc,branne
Gouais blanc,burgegger weiss
Gouais blanc,cagnas
Gouais blanc,cagnou
Gouais blanc,champagner langstielig
Gouais blanc,coulis
Gouais blanc,debela
Gouais blanc,dickweisser
Gouais blanc,dickwiss
Gouais blanc,drobna
Gouais blanc,enfarine blanc
Gouais blanc,esslinger
Gouais blanc,figuier
Gouais blanc,foirard blanc
Gouais blanc,frankenthaler
Gouais blanc,gau
Gouais blanc,gauche blanc
Gouais blanc,geuche blanc
Gouais blanc,goe
Gouais blanc,goet
Gouais blanc,gohet
Gouais blanc,goi
Gouais blanc,goin
Gouais blanc,goix
Gouais blanc,gouai
Gouais blanc,gouais jaune
Gouais blanc,gouais long
Gouais blanc,gouais rond
Gouais blanc,gouas
Gouais blanc,gouaulx
Gouais blanc,gouay
Gouais blanc,gouche
Gouais blanc,gouche blanche
Gouais blanc,goue
Gouais blanc,gouest
Gouais blanc,gouest sauge
Gouais blanc,gouet blanc
Gouais blanc,gouette
Gouais blanc,gouge
Gouais blanc,gouget blanc
Gouais blanc,gouillaud
Gouais blanc,gouis de mardeuil
Gouais blanc,gousse
Gouais blanc,grauhuensch
Gouais blanc,grobes
Gouais blanc,grobheunisch
Gouais blanc,grobweine
Gouais blanc,grobweisse
Gouais blanc,grünling
Gouais blanc,gueche blanc
Gouais blanc,guest salviatum
Gouais blanc,gueuche blanc
Gouais blanc,guinlan
Gouais blanc,guy blanc
Gouais blanc,gwaess
Gouais blanc,harthuensch
Gouais blanc,hartuensch
Gouais blanc,heinisch
Gouais blanc,heinish
Gouais blanc,heinsch
Gouais blanc,heinschen weiss
Gouais blanc,hennische weiss
Gouais blanc,hensch
Gouais blanc,heunisch blanc
Gouais blanc,heunisch weisser
Gouais blanc,heunischtraube
Gouais blanc,heunish weiss
Gouais blanc,heunsch
Gouais blanc,heunscher
Gouais blanc,heunschler
Gouais blanc,heunschlir
Gouais blanc,hinschen
Gouais blanc,hinschene
Gouais blanc,hintsch
Gouais blanc,huensch
Gouais blanc,huenschene
Gouais blanc,huentsch
Gouais blanc,hunnentraube
Gouais blanc,hunsch
Gouais blanc,hunschrebe
Gouais blanc,huntsch
Gouais blanc,hyntsch
Gouais blanc,issal
Gouais blanc,issol
Gouais blanc,laxiertraube
Gouais blanc,lombard blanc
Gouais blanc,luxiertraube
Gouais blanc,mehlweisse gruen
Gouais blanc,nargouet
Gouais blanc,pendrillart blanc
Gouais blanc,petit gouge
Gouais blanc,pichons
Gouais blanc,plant de sechex
Gouais blanc,plant seche
Gouais blanc,regalaboue
Gouais blanc,riesling grob
Gouais blanc,rous hette
Gouais blanc,roussaou blanc
Gouais blanc,rudeca saboule boey
Gouais blanc,sadoule boey
Gouais blanc,sadoulo bouyer
Gouais blanc,seestock grob
Gouais blanc,tejer szozeloe
Gouais blanc,thalburger
Gouais blanc,trompe bouvier
Gouais blanc,trompe valet
Gouais blanc,verdet
Gouais blanc,weisse traube
Gouais blanc,weisser heunisch
Gouais blanc,weissgrobe
Gouais blanc,weissheinsch
Gouais blanc,weissstock
Gouais blanc,weisstock
Gouais blanc,zoeld hajnos
Gouais blanc,bon blanc
Gouais blanc,bourgeois
Gouais blanc,gouais blanc
Gouais blanc,grobe
Gouais blanc,gros blanc
Gouais blanc,guay jaune
Gouais blanc,guillan
Gouais blanc,kleinbeer
Gouais blanc,kleinberger
Gouais blanc,mehlweisse
Gouais blanc,mendic
Gouais blanc,moreau blanc
Gouais blanc,mouillet
Gouais blanc,plant madame
Gouais blanc,verdin blanc
Gouais blanc,vionnier
Gouais blanc,wippacher
Gouget noir,gouget noir
Graciano,cendrón
Graciano,bastardo nero
Graciano,bois dur
Graciano,bordelais
Graciano,cagliunari
Graciano,cagnonale
Graciano,cagnovali nero
Graciano,cagnulari
Graciano,cagnulari bastardo
Graciano,cagnulari sardo
Graciano,cagnulatu
Graciano,caldareddu
Graciano,caldarello
Graciano,cargo muol
Graciano,courouillade
Graciano,couthurier
Graciano,drug
Graciano,graciana
Graciano,graciano
Graciano,graciano tinto
Graciano,grosse negrette
Graciano,jerusano
Graciano,karis
Graciano,marastel
Graciano,matarou
Graciano,minostello
Graciano,minustello
Graciano,monastel
Graciano,monestaou
Graciano,morastel
Graciano,morestel
Graciano,morrastel
Graciano,mourastel
Graciano,perpignan
Graciano,perpignanou bois dur
Graciano,plant de ledenon
Graciano,tanat gris
Graciano,tinta do padre antonio
Graciano,tinta miuda
Graciano,tintilla
Graciano,tintilla de rota
Graciano,uva cagnelata
Graciano,xeres
Graciano,xerez
Graciano,zinzillosa
Graisse, plant de graisse
Graisse,blanquette grise
Graisse,cargo saoumo
Graisse,cargo saumo
Graisse,cholosse
Graisse,clairette égreneuse
Graisse,cotiblanc
Graisse,cotilblanc
Graisse,graisse 
Graisse,gras blanc
Graisse,grecho
Graisse,jalosse
Graisse,plant de graisse
Graisse,plant de grecho
Graisse,plant de mun
Graisse,président
Graisse,ramassaou blanc
Graisse,ramassou blanc
Graisse,taloche
Graisse,tizourine bou-aferara blanc and tizourine bou-afrara
Graisse,blanquette
Graisse,chalosse
Graisse,gros blanc
Graisse,mendic
Grand noir de la Calmette,grand noir de la calmette
Grasă de Cotnari,kövérszőlő
Grasă de Cotnari,resertraube
Grasă de Cotnari,grasă de cotnari
Gray Riesling Rose,barbera rose
Gray Riesling Rose,gray barbera rose
Gray Riesling Rose,gray chablais
Gray Riesling Rose,gray riesling rose
Grechetto,and uva di san marino
Grechetto,greca del piemonte
Grechetto,grecherello
Grechetto,grechetto
Grechetto,grechetto bianco
Grechetto,grechetto di todi
Grechetto,grechetto nostrale
Grechetto,greco bianco di perugia
Grechetto,greco gentile
Grechetto,greco spoletino
Grechetto,montanarino bianco
Grechetto,occhietto
Grechetto,pistillo
Grechetto,pizzinculo
Grechetto,pocinculo
Grechetto,pulce
Grechetto,pulcincolo
Grechetto,pulcinculo bianco
Grechetto,pulcinculu
Grechetto,pulcinella
Grechetto,stroppa volpe
Grechetto,strozza volpe
